Batch Data Path,D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-01 오전 9:38:23,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-01 오전 9:38:23,Analyze Quant Version,10.2,Report Quant Version,10.2
"1,1-DCE"
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
LT-02.D,,Sample,5.986,,0,,799,,ND
LT-03.D,,Sample,5.954,,0,,2282,,ND
LT-02 R.D,,Sample,,,,,1960,,ND
MBK.D,,Blank,,,,,2255,,ND
CCV-.D,,QC,5.986,,55197,,1702,,0.179
Benzene
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,5.993,,11296,,2115,,0.012
VOC10 ST-02.D,,Cal,5.993,,25107,,2120,,0.022
VOC10 ST-03.D,,Cal,5.993,,60960,,2050,,0.050
VOC10 ST-04.D,,Cal,5.999,,136088,,2198,,0.101
VOC10 ST-05.D,,Cal,5.993,,245015,,2043,,0.192
VOC10 ST-06.D,,Cal,5.993,,425496,,1675,,0.404
BK-.D,,Blank,,,,,2288,,ND
FBK(HS 26-02-25).D,,Blank,,,,,1949,,ND
FBK(DL 26-02-26).D,,Blank,,,,,1952,,ND
FBK(LT 26-02-26).D,,Blank,,,,,2932,,ND
FBK(PL 26-02-27).D,,Blank,,,,,2751,,ND
HS 26-02-25.D,,Sample,,,,,1971,,ND
PL-01.D,,Sample,,,,,1969,,ND
PL-02.D,,Sample,,,,,1858,,ND
DL-01.D,,Sample,,,,,2651,,ND
DL-02.D,,Sample,,,,,2076,,ND
LT-01.D,,Sample,,,,,1977,,ND
LT-02.D,,Sample,5.993,,5400,,799,,0.014
LT-03.D,,Sample,,,,,2282,,ND
LT-02 R.D,,Sample,,,,,1960,,ND
MBK.D,,Blank,,,,,2255,,ND
CCV-.D,,QC,5.993,,168836,,1702,,0.159
TCE
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,6.232,,3016,,2115,,0.013
VOC10 ST-02.D,,Cal,6.232,,6842,,2120,,0.023
VOC10 ST-03.D,,Cal,6.232,,16948,,2050,,0.050
VOC10 ST-04.D,,Cal,6.232,,38555,,2198,,0.100
VOC10 ST-05.D,,Cal,6.232,,69952,,2043,,0.190
VOC10 ST-06.D,,Cal,6.232,,124411,,1675,,0.405
BK-.D,,Blank,,,,,2288,,ND
FBK(HS 26-02-25).D,,Blank,,,,,1949,,ND
FBK(DL 26-02-26).D,,Blank,,,,,1952,,ND
FBK(LT 26-02-26).D,,Blank,,,,,2932,,ND
FBK(PL 26-02-27).D,,Blank,,,,,2751,,ND
HS 26-02-25.D,,Sample,,,,,1971,,ND
PL-01.D,,Sample,,,,,1969,,ND
PL-02.D,,Sample,,,,,1858,,ND
DL-01.D,,Sample,,,,,2651,,ND
DL-02.D,,Sample,,,,,2076,,ND
LT-01.D,,Sample,,,,,1977,,ND
LT-02.D,,Sample,,,,,799,,ND
LT-03.D,,Sample,,,,,2282,,ND
LT-02 R.D,,Sample,,,,,1960,,ND
MBK.D,,Blank,,,,,2255,,ND
CCV-.D,,QC,6.232,,51167,,1702,,0.167
Toluene
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,6.851,,11434,,2115,,0.011
VOC10 ST-02.D,,Cal,6.851,,25529,,2120,,0.022
VOC10 ST-03.D,,Cal,6.851,,62571,,2050,,0.050
VOC10 ST-04.D,,Cal,6.851,,139392,,2198,,0.101
VOC10 ST-05.D,,Cal,6.851,,250606,,2043,,0.193
VOC10 ST-06.D,,Cal,6.851,,433796,,1675,,0.403
BK-.D,,Blank,,,,,2288,,ND
FBK(HS 26-02-25).D,,Blank,,,,,1949,,ND
FBK(DL 26-02-26).D,,Blank,,,,,1952,,ND
FBK(LT 26-02-26).D,,Blank,,,,,2932,,ND
FBK(PL 26-02-27).D,,Blank,,,,,2751,,ND
HS 26-02-25.D,,Sample,,,,,1971,,ND
PL-01.D,,Sample,,,,,1969,,ND
PL-02.D,,Sample,,,,,1858,,ND
DL-01.D,,Sample,,,,,2651,,ND
DL-02.D,,Sample,,,,,2076,,ND
LT-01.D,,Sample,,,,,1977,,ND
LT-02.D,,Sample,6.851,,520277,,799,,1.010
LT-03.D,,Sample,,,,,2282,,ND
LT-02 R.D,,Sample,6.851,,66411,,1960,,1.107
MBK.D,,Blank,,,,,2255,,ND
CCV-.D,,QC,6.851,,175223,,1702,,0.162
PCE
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,7.150,,2130,,2115,,0.014
VOC10 ST-02.D,,Cal,7.150,,4931,,2120,,0.024
VOC10 ST-03.D,,Cal,7.150,,12435,,2050,,0.050
VOC10 ST-04.D,,Cal,7.150,,28509,,2198,,0.099
VOC10 ST-05.D,,Cal,7.150,,52032,,2043,,0.187
VOC10 ST-06.D,,Cal,7.150,,95029,,1675,,0.407
BK-.D,,Blank,,,,,2288,,ND
FBK(HS 26-02-25).D,,Blank,,,,,1949,,ND
FBK(DL 26-02-26).D,,Blank,,,,,1952,,ND
FBK(LT 26-02-26).D,,Blank,,,,,2932,,ND
FBK(PL 26-02-27).D,,Blank,,,,,2751,,ND
HS 26-02-25.D,,Sample,,,,,1971,,ND
PL-01.D,,Sample,,,,,1969,,ND
PL-02.D,,Sample,,,,,1858,,ND
DL-01.D,,Sample,,,,,2651,,ND
DL-02.D,,Sample,,,,,2076,,ND
LT-01.D,,Sample,,,,,1977,,ND
LT-02.D,,Sample,,,,,799,,ND
LT-03.D,,Sample,,,,,2282,,ND
LT-02 R.D,,Sample,,,,,1960,,ND
MBK.D,,Blank,,,,,2255,,ND
CCV-.D,,QC,7.150,,40357,,1702,,0.174
Xylene
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,7.931,,13252,,2115,,0.012
VOC10 ST-02.D,,Cal,7.931,,29826,,2120,,0.022
VOC10 ST-03.D,,Cal,7.931,,73167,,2050,,0.050
VOC10 ST-04.D,,Cal,7.931,,164244,,2198,,0.101
VOC10 ST-05.D,,Cal,7.931,,296266,,2043,,0.192
VOC10 ST-06.D,,Cal,7.931,,513700,,1675,,0.403
BK-.D,,Blank,0.000,,0,,2288,,ND
FBK(HS 26-02-25).D,,Blank,0.000,,0,,1949,,ND
FBK(DL 26-02-26).D,,Blank,0.000,,0,,1952,,ND
FBK(LT 26-02-26).D,,Blank,0.000,,0,,2932,,ND
FBK(PL 26-02-27).D,,Blank,0.000,,0,,2751,,ND
HS 26-02-25.D,,Sample,0.000,,0,,1971,,ND
PL-01.D,,Sample,0.000,,0,,1969,,ND
PL-02.D,,Sample,0.000,,0,,1858,,ND
DL-01.D,,Sample,0.000,,0,,2651,,ND
DL-02.D,,Sample,0.000,,0,,2076,,ND
LT-01.D,,Sample,8.084,,0,,1977,,ND
LT-02.D,,Sample,7.934,,4640,,799,,0.011
LT-03.D,,Sample,0.000,,0,,2282,,ND
LT-02 R.D,,Sample,7.899,,0,,1960,,ND
MBK.D,,Blank,0.000,,0,,2255,,ND
CCV-.D,,QC,7.931,,208485,,1702,,0.163
Calibration,,
"1,1-DCE",,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-01.D,Calibration,1,x,,0.010,,7759
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-02.D,Calibration,2,x,,0.020,,17987
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-03.D,Calibration,3,x,,0.050,,45513
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-04.D,Calibration,4,x,,0.100,,107278
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-05.D,Calibration,5,x,,0.200,,196263
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\CCV-.D,QC,5,x,,0.200,,163911
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-06.D,Calibration,6,x,,0.400,,363814
Calibration,,
DCM,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-01.D,Calibration,1,x,,0.010,,17638
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-02.D,Calibration,2,x,,0.020,,20065
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-03.D,Calibration,3,x,,0.050,,27911
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-04.D,Calibration,4,x,,0.100,,41654
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-05.D,Calibration,5,x,,0.200,,62948
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\CCV-.D,QC,5,x,,0.200,,44592
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-06.D,Calibration,6,x,,0.400,,91890
Calibration,,
Chloroform,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-01.D,Calibration,1,x,,0.010,,5776
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-02.D,Calibration,2,x,,0.020,,12140
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-03.D,Calibration,3,x,,0.050,,28710
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-04.D,Calibration,4,x,,0.100,,63571
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-05.D,Calibration,5,x,,0.200,,114273
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\CCV-.D,QC,5,x,,0.200,,81783
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-06.D,Calibration,6,x,,0.400,,195816
Calibration,,
Carbon Chloride,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-01.D,Calibration,1,x,,0.010,,4849
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-02.D,Calibration,2,x,,0.020,,11407
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-03.D,Calibration,3,x,,0.050,,29227
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-04.D,Calibration,4,x,,0.100,,67707
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-05.D,Calibration,5,x,,0.200,,123454
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\CCV-.D,QC,5,x,,0.200,,107224
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-06.D,Calibration,6,x,,0.400,,227678
Calibration,,
"1,2-DCE",,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-01.D,Calibration,1,x,,0.010,,3571
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-02.D,Calibration,2,x,,0.020,,7784
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-03.D,Calibration,3,x,,0.050,,18358
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-04.D,Calibration,4,x,,0.100,,39984
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-05.D,Calibration,5,x,,0.200,,72355
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\CCV-.D,QC,5,x,,0.200,,55197
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-06.D,Calibration,6,x,,0.400,,122049
Calibration,,
Benzene,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-01.D,Calibration,1,x,,0.010,,11296
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-02.D,Calibration,2,x,,0.020,,25107
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-03.D,Calibration,3,x,,0.050,,60960
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-04.D,Calibration,4,x,,0.100,,136088
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-05.D,Calibration,5,x,,0.200,,245015
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\CCV-.D,QC,5,x,,0.200,,168836
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-06.D,Calibration,6,x,,0.400,,425496
Calibration,,
TCE,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-01.D,Calibration,1,x,,0.010,,3016
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-02.D,Calibration,2,x,,0.020,,6842
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-03.D,Calibration,3,x,,0.050,,16948
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-04.D,Calibration,4,x,,0.100,,38555
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-05.D,Calibration,5,x,,0.200,,69952
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\CCV-.D,QC,5,x,,0.200,,51167
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-06.D,Calibration,6,x,,0.400,,124411
Calibration,,
Toluene,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-01.D,Calibration,1,x,,0.010,,11434
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-02.D,Calibration,2,x,,0.020,,25529
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-03.D,Calibration,3,x,,0.050,,62571
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-04.D,Calibration,4,x,,0.100,,139392
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-05.D,Calibration,5,x,,0.200,,250606
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\CCV-.D,QC,5,x,,0.200,,175223
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-06.D,Calibration,6,x,,0.400,,433796
Calibration,,
PCE,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-01.D,Calibration,1,x,,0.010,,2130
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-02.D,Calibration,2,x,,0.020,,4931
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-03.D,Calibration,3,x,,0.050,,12435
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-04.D,Calibration,4,x,,0.100,,28509
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-05.D,Calibration,5,x,,0.200,,52032
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\CCV-.D,QC,5,x,,0.200,,40357
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-06.D,Calibration,6,x,,0.400,,95029
Calibration,,
Xylene,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-01.D,Calibration,1,x,,0.010,,13252
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-02.D,Calibration,2,x,,0.020,,29826
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-03.D,Calibration,3,x,,0.050,,73167
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-04.D,Calibration,4,x,,0.100,,164244
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-05.D,Calibration,5,x,,0.200,,296266
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\CCV-.D,QC,5,x,,0.200,,208485
D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\VOC10 ST-06.D,Calibration,6,x,,0.400,,513700
Batch Data Path,D:\DATA\2026년\2. 2026년 2월\VOC10(HS 2.25 DL 2.26 LT 2.26 PL 2.27) R\QuantResults\VOC10.batch.bin
Analysis Time,2026-03-01 오전 9:38:23,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2
Report Generation Time,2026-04-10 오전 11:06:13,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-03-01 오전 9:38:23,Batch State,Processed
Analyze Quant Version,10.2,Report Quant Version,10.2
Acq. Date-Time,2026-02-28 오전 9:43:24,Data File,VOC10 ST-01.D
Type,Cal,Name,VOC10 ST-01
Dil.,1,Acq. Method File,2025 VOCs(10) NEW
Sample Chromatogram


Name,,RT,Resp.,ISTD Resp,,Final Conc.,Units
"1,1-DCE",,4.996,7759,2115,,0.015,mg/L
