Batch Data Path,"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\QuantResults\VOC10.batch.bin"
Analysis Time,2026-02-03 오후 2:44:20,Analyst Name,DESKTOP-N82KMQD\수질분석센터 GC2,Report Generator Name,DESKTOP-N82KMQD\수질분석센터 GC2
Calibration Last Update,2026-02-03 오후 2:44:20,Analyze Quant Version,10.2,Report Quant Version,10.2
"1,1-DCE"
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
HJ-15.D,,Sample,,,,,1878,,ND
HJ-16.D,,Sample,,,,,2150,,ND
HJ-17.D,,Sample,,,,,1606,,ND
MBK-3.D,,Blank,,,,,2965,,ND
-CCV-3.D,,QC,6.854,,225095,,2319,,0.154
HJ-02 R.D,,Sample,6.851,,118730,,3323,,0.521
MBK-4.D,,Blank,,,,,3757,,ND
-CCV-4.D,,QC,6.851,,451218,,3435,,0.204
PCE
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,7.150,,6724,,6246,,0.020
VOC10 ST-02.D,,Cal,7.150,,17879,,5947,,0.028
VOC10 ST-03.D,,Cal,7.150,,53326,,6549,,0.050
VOC10 ST-04.D,,Cal,7.150,,114173,,6329,,0.092
VOC10 ST-05.D,,Cal,7.150,,238605,,6309,,0.177
VOC10 ST-06.D,,Cal,7.150,,529114,,5693,,0.413
BK-.D,,Blank,,,,,9531,,ND
FBK(HC 26-01-26).D,,Blank,,,,,8607,,ND
FBK(YS 26-01-27).D,,Blank,,,,,8636,,ND
FBK(YS 26-01-28).D,,Blank,,,,,9098,,ND
FBK(HJ 26-01-28).D,,Blank,,,,,9445,,ND
HC 26-01-26.D,,Sample,,,,,8354,,ND
HC 26-01-27.D,,Sample,,,,,3554,,ND
MBK-1.D,,Blank,,,,,7428,,ND
-CCV-1.D,,QC,7.150,,183207,,4914,,0.175
YS-01.D,,Sample,,,,,4552,,ND
YS-02.D,,Sample,,,,,5324,,ND
YS-03.D,,Sample,,,,,5580,,ND
YS-04.D,,Sample,,,,,6410,,ND
YS-05.D,,Sample,,,,,5884,,ND
YS-06.D,,Sample,,,,,5104,,ND
YS-07.D,,Sample,,,,,5043,,ND
YS-08.D,,Sample,,,,,219,,ND
YS-09.D,,Sample,,,,,4322,,ND
YS-10.D,,Sample,,,,,4279,,ND
YS-11.D,,Sample,,,,,3788,,ND
YS-12.D,,Sample,,,,,3979,,ND
YS-13.D,,Sample,,,,,3261,,ND
YS-14.D,,Sample,,,,,3054,,ND
YS-15.D,,Sample,,,,,2957,,ND
YS-16.D,,Sample,,,,,2987,,ND
YS-17.D,,Sample,,,,,3036,,ND
YS-18.D,,Sample,,,,,2463,,ND
MBK-2.D,,Blank,,,,,2970,,ND
-CCV-2.D,,QC,7.150,,85401,,2061,,0.192
HJ-01.D,,Sample,,,,,3247,,ND
HJ-02.D,,Sample,,,,,3017,,ND
HJ-03.D,,Sample,,,,,2795,,ND
HJ-04.D,,Sample,,,,,2272,,ND
HJ-05.D,,Sample,,,,,2237,,ND
HJ-06.D,,Sample,,,,,2866,,ND
HJ-07.D,,Sample,,,,,2952,,ND
HJ-08.D,,Sample,,,,,3021,,ND
HJ-09.D,,Sample,,,,,2374,,ND
HJ-10.D,,Sample,,,,,2480,,ND
HJ-11.D,,Sample,,,,,2289,,ND
HJ-12.D,,Sample,,,,,2087,,ND
HJ-13.D,,Sample,,,,,1949,,ND
HJ-14.D,,Sample,,,,,2082,,ND
HJ-15.D,,Sample,,,,,1878,,ND
HJ-16.D,,Sample,,,,,2150,,ND
HJ-17.D,,Sample,,,,,1606,,ND
MBK-3.D,,Blank,,,,,2965,,ND
-CCV-3.D,,QC,7.150,,94627,,2319,,0.190
HJ-02 R.D,,Sample,,,,,3323,,ND
MBK-4.D,,Blank,,,,,3757,,ND
-CCV-4.D,,QC,7.150,,156615,,3435,,0.210
Xylene
Data File,,Type,RT,,Resp.,,ISTD Resp,,Final Conc.
VOC10 ST-01.D,,Cal,7.937,,30595,,6246,,0.019
VOC10 ST-02.D,,Cal,7.937,,77428,,5947,,0.028
VOC10 ST-03.D,,Cal,7.937,,216302,,6549,,0.050
VOC10 ST-04.D,,Cal,7.937,,463349,,6329,,0.094
VOC10 ST-05.D,,Cal,7.937,,946887,,6309,,0.178
VOC10 ST-06.D,,Cal,7.937,,2064865,,5693,,0.412
BK-.D,,Blank,0.000,,0,,9531,,ND
FBK(HC 26-01-26).D,,Blank,0.000,,0,,8607,,ND
FBK(YS 26-01-27).D,,Blank,0.000,,0,,8636,,ND
FBK(YS 26-01-28).D,,Blank,0.000,,0,,9098,,ND
FBK(HJ 26-01-28).D,,Blank,0.000,,0,,9445,,ND
HC 26-01-26.D,,Sample,0.000,,0,,8354,,ND
HC 26-01-27.D,,Sample,0.000,,0,,3554,,ND
MBK-1.D,,Blank,0.000,,0,,7428,,ND
-CCV-1.D,,QC,7.937,,670759,,4914,,0.163
YS-01.D,,Sample,0.000,,0,,4552,,ND
YS-02.D,,Sample,0.000,,0,,5324,,ND
YS-03.D,,Sample,0.000,,0,,5580,,ND
YS-04.D,,Sample,0.000,,0,,6410,,ND
YS-05.D,,Sample,0.000,,0,,5884,,ND
YS-06.D,,Sample,0.000,,0,,5104,,ND
YS-07.D,,Sample,0.000,,0,,5043,,ND
YS-08.D,,Sample,0.000,,0,,219,,ND
YS-09.D,,Sample,0.000,,0,,4322,,ND
YS-10.D,,Sample,0.000,,0,,4279,,ND
YS-11.D,,Sample,0.000,,0,,3788,,ND
YS-12.D,,Sample,0.000,,0,,3979,,ND
YS-13.D,,Sample,0.000,,0,,3261,,ND
YS-14.D,,Sample,0.000,,0,,3054,,ND
YS-15.D,,Sample,0.000,,0,,2957,,ND
YS-16.D,,Sample,0.000,,0,,2987,,ND
YS-17.D,,Sample,0.000,,0,,3036,,ND
YS-18.D,,Sample,0.000,,0,,2463,,ND
MBK-2.D,,Blank,0.000,,0,,2970,,ND
-CCV-2.D,,QC,7.937,,269742,,2061,,0.157
HJ-01.D,,Sample,0.000,,0,,3247,,ND
HJ-02.D,,Sample,0.000,,0,,3017,,ND
HJ-03.D,,Sample,0.000,,0,,2795,,ND
HJ-04.D,,Sample,0.000,,0,,2272,,ND
HJ-05.D,,Sample,0.000,,0,,2237,,ND
HJ-06.D,,Sample,0.000,,0,,2866,,ND
HJ-07.D,,Sample,0.000,,0,,2952,,ND
HJ-08.D,,Sample,0.000,,0,,3021,,ND
HJ-09.D,,Sample,0.000,,0,,2374,,ND
HJ-10.D,,Sample,0.000,,0,,2480,,ND
HJ-11.D,,Sample,0.000,,0,,2289,,ND
HJ-12.D,,Sample,0.000,,0,,2087,,ND
HJ-13.D,,Sample,0.000,,0,,1949,,ND
HJ-14.D,,Sample,0.000,,0,,2082,,ND
HJ-15.D,,Sample,0.000,,0,,1878,,ND
HJ-16.D,,Sample,0.000,,0,,2150,,ND
HJ-17.D,,Sample,0.000,,0,,1606,,ND
MBK-3.D,,Blank,0.000,,0,,2965,,ND
-CCV-3.D,,QC,7.936,,305535,,2319,,0.158
HJ-02 R.D,,Sample,0.000,,0,,3323,,ND
MBK-4.D,,Blank,0.000,,0,,3757,,ND
-CCV-4.D,,QC,7.937,,610152,,3435,,0.208
Calibration,,
"1,1-DCE",,

Cal. Path,Type,Level,Enable,,Conc.,,Response
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-01.D",Calibration,1,x,,0.010,,10497
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-02.D",Calibration,2,x,,0.020,,27878
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-03.D",Calibration,3,x,,0.050,,84632
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-04.D",Calibration,4,x,,0.100,,178721
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-05.D",Calibration,5,x,,0.200,,370200
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-1.D",QC,5,x,,0.200,,248808
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-2.D",QC,5,x,,0.200,,120680
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-3.D",QC,5,x,,0.200,,144136
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-4.D",QC,5,x,,0.200,,206594
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-06.D",Calibration,6,x,,0.400,,826096
Calibration,,
Carbon Chloride,,

Cal. Path,Type,Level,Enable,,Conc.,,Response
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-01.D",Calibration,1,x,,0.010,,12787
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-02.D",Calibration,2,x,,0.020,,33143
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-03.D",Calibration,3,x,,0.050,,99352
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-04.D",Calibration,4,x,,0.100,,205254
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-05.D",Calibration,5,,,0.200,,427992
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-1.D",QC,5,x,,0.200,,334571
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-2.D",QC,5,x,,0.200,,201900
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-3.D",QC,5,x,,0.200,,231971
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-4.D",QC,5,,,0.200,,281606
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-06.D",Calibration,6,x,,0.400,,960120
Calibration,,
"1,2-DCE",,

Cal. Path,Type,Level,Enable,,Conc.,,Response
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-01.D",Calibration,1,x,,0.010,,4824
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-02.D",Calibration,2,x,,0.020,,10275
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-03.D",Calibration,3,x,,0.050,,26808
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-04.D",Calibration,4,x,,0.100,,55458
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-05.D",Calibration,5,x,,0.200,,111496
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-1.D",QC,5,x,,0.200,,81187
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-2.D",QC,5,x,,0.200,,43020
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-3.D",QC,5,x,,0.200,,49529
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\-CCV-4.D",QC,5,x,,0.200,,107652
"D:\DATA\2026년\2. 2026년 2월\VOC10(HC 1.26, 1.27, YS 1.27,28, HJ 1.28)\VOC10 ST-06.D",Calibration,6,x,,0.400,,236531
Calibration,,
TCE,,

